tags,developer,publisher,day,year,price,score
"Steam Cloud,Violent,Simulation,Historical,Real Time Tactics,Multiplayer,Sandbox, Grand Strategy,LAN PvP,Military,War,Action,Turn-Based,LAN Co-op,RTS,Destruction,Online PvP,Online Co-op,Great Soundtrack,Tactical,Co-op,Turn-Based Strategy,Fantasy,Strategy,Single-player","CREATIVE ASSEMBLY, Feral Interactive",SEGA,143,2019,59.99,82.28431804
"Violent,Shooter,Simulation,Massively Multiplayer,Historical,Multiplayer,Military,Gore,War,Mature,Action,Indie,World War II,FPS,First-Person,Online PvP,Tanks,Early Access,Realistic,Strategy",Black Matter Pty Ltd,Team17 Digital Ltd,157,2019,29.99,82.72171123
"Violent,Shooter,Multiplayer,Team-Based,Gore,Survival,Action,Difficult,FPS,Horror,First-Person,Online Co-op,Stealth,Atmospheric,Tactical,Co-op,Early Access,Survival Horror,Zombies,PvE,Online Co-Op",10 Chambers Collective,10 Chambers Collective,343,2019,34.99,84.48800579
"Steam Cloud,Simulation,Family Friendly,Multiplayer,Economy,Moddable,Management,First-Person,Resource Management,Atmospheric,Co-op,Agriculture,Farming Sim,Realistic,Relaxing,Strategy,Cross-Platform Multiplayer,Open World,Automobile Sim,Single-player,Driving,Online Co-Op",Giants Software,Focus Home Interactive,323,2018,19.99,88.87827507
"Steam Cloud,Remake,Third Person,Family Friendly,Action,Collectathon,Adventure,Casual,Colorful,Cartoony,Dragons,Cult Classic,Cute,3D Platformer,Platformer,Great Soundtrack,Atmospheric,Fantasy,Classic,Single-player,Funny","Toys for Bob, Iron Galaxy",Activision,246,2019,39.99,91.34944713
"Steam Cloud,Remake,Historical,Multiplayer,LAN PvP,2D,City Builder,Action,Isometric,Medieval,Adventure,RTS,Online PvP,Resource Management,Great Soundtrack,Replay Value, Base Building,Tactical,Co-op,Strategy,Cross-Platform Multiplayer,Classic,Single-player,Includes level editor,Real-Time","Forgotten Empires, Tantalus Media, Wicked Witch",Xbox Game Studios,318,2019,19.99,90.24092351
"Steam Cloud,Simulation,Third Person,Physics,Sandbox,Multiplayer,Action,Moddable,Adventure,Casual,First-Person,Destruction,Racing,Beat 'em up,Early Access,Realistic,Open World,Automobile Sim,Single-player,Includes level editor,Driving,Funny",BeamNG,BeamNG,149,2015,24.99,93.07852623
"Steam Cloud,eSports,Simulation,Third Person,Physics,Multiplayer,Steam Workshop,Sandbox,Action,Indie,Destruction,Online PvP,Stats,Racing,Atmospheric,Arcade,Co-op,Early Access,Realistic,Open World,Automobile Sim,Single-player,Steam Leaderboards,Driving,Funny",Bugbear,THQ Nordic,165,2018,29.99,80.7596793
"Violent,Shooter,Multiplayer,Team-Based,Gore,Survival,Action,FPS,Horror,Battle Royale,First-Person,Online PvP,Online Co-op,Co-op,Early Access,Western,Survival Horror,Perma Death,In-App Purchases,Zombies,PvP,Open World,Steam Leaderboards,Online Co-Op",Crytek,Crytek,239,2019,21.99,79.4641672
"Shooter,Simulation,Massively Multiplayer,Multiplayer,Steam Workshop,Team-Based,Military,War,Action,Indie,FPS,First-Person,Online PvP,Atmospheric,Tactical,Co-op,Early Access,Realistic,Strategy,RPG,Open World,Walking Simulator",Offworld Industries,Offworld Industries,267,2020,49.99,86.24285431
"Simulation,Free to Play,Massively Multiplayer,Sandbox,Multiplayer,Capitalism,Sci-fi,Economy,Action,Difficult,Spaceships,Space Sim,Online PvP,Space,Online Co-op,MMORPG,Tactical,Strategy,RPG,Open World,PvP,MMO,PvE",CCP,CCP,126,2003,0,74.07433265
"Anime,Fantasy,Online PvP,Cross-Platform Multiplayer,Massively Multiplayer,Downloadable Content,Online Co-op,RPG,Multiplayer,Open World,Single-player,Great Soundtrack,Story Rich,MMO,JRPG,MMORPG",Square Enix,Square Enix,183,2019,39.99,80.5969141
"Steam Cloud,Simulation,Alternate History,Historical,Multiplayer,Steam Workshop,Sandbox, Grand Strategy,Military,War,Action,World War II,Diplomacy,Casual,RTS,Real-Time with Pause,Great Soundtrack,Tactical,Co-op,Strategy,Cross-Platform Multiplayer,Open World,Single-player",Paradox Development Studio,Paradox Interactive,158,2016,39.99,89.44817839
"Steam Cloud,Emotional,Violent,Party-Based RPG,Anime,Mystery,Multiple Endings,Detective,Story Rich,Visual Novel,Turn-Based Combat,Adventure,Dating Sim,Colorful,Great Soundtrack,Turn-Based Strategy,Strategy,RPG,Sexual Content,Single-player",ATLUS,SEGA,165,2020,19.99,93.76588181
"Steam Cloud,Remake,Violent,Shooter,Third Person,Multiplayer,Story Rich,Gore,Female Protagonist,Survival,Action,Puzzle,Difficult,Adventure,Horror,Dark,Atmospheric,Survival Horror,Zombies,Classic,Single-player",CAPCOM Co.,CAPCOM Co.,24,2019,39.99,95.11270947
"Steam Cloud,Third Person,Post-apocalyptic,Story Rich,Sci-fi,Psychological Horror,Survival,Action,Adventure,Exploration,Cinematic,Dark,Inventory Management,Great Soundtrack,Stealth,Atmospheric,Lore-Rich,Surreal,Open World,Walking Simulator,Single-player",KOJIMA PRODUCTIONS,505 Games,196,2020,59.99,90.51967786
"Steam Cloud,Violent,Shooter,Simulation,Massively Multiplayer,Multiplayer,Military,Gore,War,Action,Difficult,Indie,FPS,First-Person,Online PvP,Stats,Online Co-op,Atmospheric,Tactical,Co-op,Realistic,Open World,Choices Matter,Online Co-Op",New World Interactive,Focus Home Interactive,346,2018,29.99,82.33031255
"Underwater,Crafting,Sandbox,Multiplayer,Sci-fi,Survival,Open World Survival Craft,Action,Adventure,Indie,Horror,Aliens,Exploration,First-Person,Atmospheric, Base Building,Early Access,Survival Horror,Open World,Single-player",Unknown Worlds Entertainment,Unknown Worlds Entertainment,23,2018,24.99,93.62626287
"Steam Cloud,Emotional,Simulation,Crafting,Story Rich,Female Protagonist,Shared/Split Screen Co-op,Building,Fishing,Adventure,Indie,Management,Exploration,Cartoony,Hand-drawn,Platformer,Atmospheric,Co-op,Farming Sim,Relaxing,Single-player,Local Co-Op,Funny",Thunder Lotus Games,Thunder Lotus Games,231,2020,29.99,90.84596977
"Violent,Third Person,Historical,Multiplayer,Story Rich,Gore,Female Protagonist,Action,Parkour,Adventure,Assassin,Captions available,Nudity,Great Soundtrack,Stealth,Atmospheric,In-App Purchases,RPG,Open World,Sexual Content,Single-player,Choices Matter","Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai",Ubisoft,278,2018,17.99,86.47299928
"Steam Cloud,Third Person,Character Customization,Multiplayer,Story Rich,Action,Dark Fantasy,Difficult,Adventure,Action RPG,Exploration,Dragons,Hack and Slash,Magic,Great Soundtrack,Atmospheric,Fantasy,RPG,Open World,Single-player,Steam Leaderboards,JRPG",Capcom,Capcom,15,2016,29.99,86.57790993
"Steam Cloud,Party-Based RPG,Character Customization,Story Rich,Gore,Female Protagonist,Isometric,Medieval,Adventure,Turn-Based,Nudity, Dungeons & Dragons,Real-Time with Pause,CRPG,Fantasy,Strategy,RPG,Open World,Sexual Content,Single-player,Choices Matter",Owlcat Games,Deep Silver,268,2018,19.99,74.85119333
"Steam Cloud,Roguelite,Shooter,Multiplayer,Action,Dungeon Crawler,Online Co-Op,Adventure,Indie,Fast-Paced,FPS,First-Person,Roguelike,Online Co-op,Replay Value,Co-op,Early Access,Souls-like,Action Roguelike,RPG,Single-player,Looter Shooter",Duoyi (Hong Kong) Interactive Entertainment Limited,Duoyi (Hong Kong) Interactive Entertainment Limited,143,2020,11.99,90.59394869
"Steam Cloud,Violent,Third Person,Ninja,Story Rich,Gore,Action,Dark Fantasy,Difficult,Adventure,Assassin,Dark,Hack and Slash,Great Soundtrack,Stealth,Atmospheric,Rhythm,Souls-like,RPG,Open World,Single-player",FromSoftware,Activision (Excluding Japan and Asia),80,2019,59.99,91.39416373
"Retro,Free to Play,Massively Multiplayer,Multiplayer,2D,Survival,Action,Difficult,Bullet Hell,Pixel Graphics,Adventure,Indie,Roguelike,Online PvP,Stats,Online Co-op,MMORPG,Co-op,Perma Death,Action Roguelike,Fantasy,Cross-Platform Multiplayer,RPG,Open World,MMO","Wild Shadow Studios, Deca Games",Deca Games,51,2012,0,82.21683842
"Steam Cloud,Shooter,Simulation,Multiplayer,Gore,Survival,Sports,Action,Hunting,Adventure,FPS,First-Person,Online Co-op,Atmospheric,Co-op,Realistic,Strategy,Open World,Walking Simulator,Single-player,Combat,Online Co-Op",Expansive Worlds,Expansive Worlds,47,2017,19.99,82.33200844
"Shooter,Anime,Free to Play,Massively Multiplayer,Multiplayer,Team-Based,Hero Shooter,Survival,Action,Adventure,FPS,First-Person,Online PvP,MOBA,Co-op,Early Access,Fantasy,In-App Purchases,Strategy,PvP,Funny,Online Co-Op",Evil Mojo Games,Hi-Rez Studios,128,2018,0,84.02654745
"Violent,Multiplayer,Gore,Games Workshop,Survival,Dark Fantasy,Action,Adventure,Indie,Action RPG,FPS,First-Person,Online Co-op,Hack and Slash,Atmospheric,Co-op,Fantasy,Open World,Single-player,PvE,Online Co-Op",Fatshark,Fatshark,67,2018,29.99,77.39630375
"Simulation,Crafting,Multiplayer,Steam Workshop,Sandbox,2D,Survival,Open World Survival Craft,Action,Difficult,Adventure,Indie,Horror,Atmospheric,Co-op,Survival Horror,Strategy,Cross-Platform Multiplayer,Open World,Single-player,Funny,Online Co-Op",Klei Entertainment,Klei Entertainment,112,2016,14.99,94.62371938
"Shooter,Third Person,Character Customization,Post-apocalyptic,Sandbox,Story Rich,Sci-fi,Survival,Action,Moddable,Adventure,Action RPG,FPS,Exploration,First-Person,Atmospheric,Western,RPG,Open World,Single-player,Steam Leaderboards",Obsidian Entertainment,Bethesda Softworks,292,2010,9.99,94.4058725
"Third Person,Character Customization,Multiplayer,Story Rich,Dark Fantasy,Action,Difficult,Adventure,Action RPG,Exploration,Great Soundtrack,Replay Value,Atmospheric,Lore-Rich,Co-op,Souls-like,RPG,PvP,Open World,Single-player",FromSoftware,FromSoftware,102,2016,59.99,91.68391435
"Sports,eSports,Simulation,Driving,First-Person,Realistic,Online PvP,Massively Multiplayer,Open World,Automobile Sim,VR,Racing,Multiplayer,Single-player,MMO","iRacing.com Motorsport Simulations, iRacing",iRacing.com Motorsport Simulations,12,2015,9.99,75.39482089
"Steam Cloud,Post-apocalyptic,Steam Workshop,Story Rich,Gore,Survival,Open World Survival Craft,Action,Parkour,Action RPG,FPS,Horror,First-Person,Online PvP,Online Co-op,Hack and Slash,Stealth,Survival Horror,Zombies,RPG,Open World,PvP,Single-player,Includes level editor,PvE,Online Co-Op",Techland,Techland Publishing,26,2015,39.99,92.6798565
"Steam Cloud,Simulation,Third Person,Sandbox,Tower Defense,Female Protagonist,Survival,Open World Survival Craft,Action,Hunting,Building,Adventure,Horror,Online PvP,Online Co-op, Base Building,Early Access,Survival Horror,Realistic,Zombies,Open World,PvP,Single-player,PvE",jacktostudios,jacktostudios,241,2020,24.99,80.99066771
"eSports,Simulation,Multiplayer,Shared/Split Screen PvP,Sports,Action,Modern,Competitive,Online PvP,America,Realistic,In-App Purchases,Strategy,PvP,Single-player,Football,Local Co-Op,Online Co-Op",Electronic Arts,Electronic Arts,240,2020,59.99,39.27759124
"Family Friendly,Multiplayer,Sandbox,2D,Tower Defense,Survival,Action,Difficult,Adventure,Indie,Casual,Cartoony,Online Co-op,Great Soundtrack,Cute,Co-op,3D,In-App Purchases,Strategy,Single-player,Funny,Online Co-Op",Ninja Kiwi,Ninja Kiwi,351,2018,9.99,92.9435868
"Steam Cloud,Violent,Cats,Third Person,Ninja,Historical,Real Time Tactics,Survival,Action,Isometric,Difficult,Adventure,Indie,Assassin,Great Soundtrack,Stealth,Atmospheric,Tactical,Western,Strategy,Single-player",Mimimi Games,THQ Nordic,168,2020,49.99,91.61550879
"Steam Cloud,Multiplayer,Steam Workshop,Sandbox, Grand Strategy,Sci-fi,War,4X,Action,Moddable,Turn-Based,Indie,RTS,Online PvP,Space,Great Soundtrack,Atmospheric,Co-op,Turn-Based Strategy,Strategy,Cross-Platform Multiplayer,RPG,Open World,Single-player",AMPLITUDE Studios,SEGA,138,2017,39.99,80.5000096
"Shooter,Simulation,Free to Play,Massively Multiplayer,Multiplayer,Sandbox,Military,War,Action,TrackIR,VR,FPS,Captions available,First-Person,Tanks,Flight,Co-op,Realistic,Strategy,Open World,Single-player,Includes level editor",Eagle Dynamics SA,The Fighter Collection,77,2018,0,78.65951165
"Simulation,Historical,Sandbox,Steam Workshop,Multiplayer,Story Rich,Political,Survival,Economy,Indie,Casual,RTS,Nudity,Destruction,Colony Sim,Strategy,Politics,Open World,Single-player,Choices Matter,City Builder",Madruga Works,Madruga Works,60,2019,24.99,83.29535789
"Steam Cloud,Simulation,Mythology,Multiplayer,City Builder,War,4X,Survival,Medieval,Adventure,Indie,Management,RTS,Online PvP,Colony Sim,Online Co-op,Resource Management,Atmospheric,Co-op,Early Access,Strategy,Single-player,Real-Time",Shiro Games,Shiro Games,66,2018,29.99,84.90537044
"Automation,Simulation,Third Person,Crafting,Multiplayer,Sandbox,Sci-fi,Survival,Open World Survival Craft,Building,Adventure,Indie,Exploration,Colorful,Space,Online Co-op,Atmospheric, Base Building,Co-op,Open World,Single-player",System Era Softworks,System Era Softworks,351,2016,29.99,87.35174226
"Steam Cloud,Management,Simulation,Strategy,Downloadable Content,Colony Sim,Sandbox,Steam Workshop,Indie,Single-player,Sci-fi, Base Building,City Builder",Ludeon Studios,,55,2020,19.99,79.08038424
"4X,Single-player,Turn-Based Strategy,Online PvP,Cross-Platform Multiplayer,Strategy,Downloadable Content,Historical,Turn-Based,Steam Workshop,Multiplayer, Grand Strategy,LAN PvP,Shared/Split Screen PvP,City Builder","Firaxis Games, Aspyr",2K,44,2019,39.99,67.22095228
"Free to Play,Massively Multiplayer,Crafting,Sandbox,Multiplayer,Survival,Economy,Action,Difficult,Medieval,Online PvP,MMORPG,Co-op,Fantasy,In-App Purchases,Strategy,Cross-Platform Multiplayer,RPG,Open World,PvP,Loot,MMO,PvE",Sandbox Interactive GmbH,Sandbox Interactive GmbH,198,2017,0,74.14985658
"Steam Cloud,Violent,Shooter,Multiplayer,Story Rich,Gore,Psychological Horror,Survival,Action,Puzzle,Adventure,VR,FPS,Horror,Exploration,First-Person,Atmospheric,Survival Horror,Zombies,Classic,Single-player",CAPCOM Co.,CAPCOM Co.,23,2017,29.99,90.67145572
"Steam Cloud,Simulation,Physics,Crafting,Multiplayer,Steam Workshop,Sandbox,Building,Moddable,Management,First-Person,Memes,Stats,Education,Racing,Great Soundtrack,Co-op,Realistic,Strategy,Open World,Automobile Sim,Single-player,Includes level editor,Driving",Red Dot Games,PlayWay S.A.,209,2017,19.99,84.97704424
"Multiplayer,Steam Workshop, Grand Strategy,LAN PvP,Story Rich,Gore,War,Games Workshop,Action,Dark Fantasy,Turn-Based,LAN Co-op,RTS,Online PvP,Online Co-op,Atmospheric,Tactical,Warhammer 40K,Co-op,Turn-Based Strategy,Fantasy,Strategy,RPG,Open World,Single-player","CREATIVE ASSEMBLY, Feral Interactive",SEGA,145,2016,59.99,75.21959967
"Trading,Simulation,Massively Multiplayer,Multiplayer,Sandbox,Sci-fi,Action,Difficult,TrackIR,Adventure,VR,Exploration,Space Sim,First-Person,Space,Strategy,RPG,Open World,Single-player,MMO,Online Co-Op",Frontier Developments,Frontier Developments,92,2015,29.99,73.508908
"Sports,Early Access,Simulation,Action,Skating,Controller,Moddable,Realistic,Open World,Multiplayer,Adventure,Skateboarding,Single-player,Indie",Easy Day Studios Pty Ltd,Easy Day Studios Pty Ltd,210,2020,39.99,85.14610901
"Action,In-App Purchases,Downloadable Content,Multiplayer,Sexual Content,Single-player,Mature,FPS,Tactical",Ubisoft Montreal,Ubisoft,49,2020,24.99,84.21483676
"Steam Cloud,Physics,Steam Workshop,Action-Adventure,Story Rich,Sci-fi,Female Protagonist,Puzzle,Action,Shared/Split Screen Co-op,Comedy,Adventure,Science,FPS,Captions available,First-Person,Stats,Online Co-op,3D Platformer,Dark Humor,Platformer,Atmospheric,Co-op,Level Editor,Puzzle Platformer,Single-player,Includes level editor,Funny",Valve,Valve,108,2011,9.99,96.68781133
"Simulation,Anime,Free to Play,Massively Multiplayer,Multiplayer,Survival,Action,Competitive,Turn-Based,Adventure,Casual,Memes,Online PvP,Great Soundtrack,Trading Card Game,MMORPG,In-App Purchases,Card Game,Cross-Platform Multiplayer,Strategy,RPG,Single-player,Online Co-Op",Konami Digital Entertainment,Konami Digital Entertainment,320,2017,0,81.01856249
"Steam Cloud,Point & Click,Noir,Character Customization,Detective,Story Rich,Isometric,Adventure,Indie,Exploration,Great Soundtrack,CRPG,Atmospheric,Surreal,Fantasy,RPG,Open World,Sexual Content,Single-player,Choices Matter,Funny",ZA/UM,ZA/UM,288,2019,27.99,91.68580391
"Steam Cloud,Simulation,Third Person,Funny,Family Friendly,Sandbox,Steam Workshop,Economy,Building,God Game,Casual,Management,Colorful,First-Person,Great Soundtrack,Atmospheric,Relaxing,Realistic,Strategy,3D,Single-player,City Builder",Frontier Developments,Frontier Developments,322,2016,44.99,87.06995803
"Futuristic,Steam Cloud,Simulation,Physics,Crafting,Sandbox,Steam Workshop,Multiplayer,Sci-fi,Survival,Open World Survival Craft,Action,Building,Adventure,Indie,Destruction,Online PvP,Space,Co-op,Early Access,Strategy,Open World,Single-player,Includes level editor",Keen Software House,Keen Software House,59,2019,19.99,87.45207273
"Steam Cloud,Multiplayer,Post-apocalyptic,Dark Fantasy,Action,Dungeon Crawler,Isometric,Adventure,Indie,Action RPG,LAN Co-op,Dark,Crowdfunded,Online Co-op,Hack and Slash,Atmospheric,Co-op,Kickstarter,Fantasy,Zombies,RPG,Loot,Single-player",Crate Entertainment,Crate Entertainment,56,2016,24.99,90.18466221
"Third Person,Family Friendly,Action-Adventure,Story Rich,Sci-fi,Action,Puzzle,Adventure,Exploration,Swordplay,Space,Metroidvania,Hack and Slash,Fighting,Platformer,Atmospheric,Souls-like,Fantasy,RPG,Open World,Single-player",Respawn Entertainment,Electronic Arts,318,2019,59.99,88.27615451
"Shooter,Third Person,Character Customization,Multiplayer,Sci-fi,Action,,Vehicular Combat,Adventure,FPS,Third-Person Shooter,Aliens,First-Person,Online PvP,Space,Gambling,Tactical,Co-op,PvP,Single-player,Combat,Online Co-Op",DICE,Electronic Arts,320,2017,39.99,82.85817716
"Party,Tabletop,Multiplayer,Gore,Shared/Split Screen PvP,Action,Controller,Board Game,Comedy,Minigames,Indie,Casual,Colorful,Single-player,Online PvP,Local Multiplayer,Beat 'em up,Co-op,4 Player Local,Local Co-Op,Funny,Online Co-Op",Rebuilt Games,Rebuilt Games,263,2018,14.99,88.5293377
"Steam Cloud,Crime,Simulation,Massively Multiplayer,Character Customization,Multiplayer,Capitalism,Shared/Split Screen PvP,Sports,Shared/Split Screen Co-op,Controller,Casual,Online PvP,Online Co-op,Local Multiplayer,Realistic,In-App Purchases,Loot,Single-player,Basketball",Visual Concepts,2K,248,2019,59.99,47.98552989
"Steam Cloud,Simulation,Multiplayer,Steam Workshop,Sports,Difficult,VR,Management,Online PvP,Split Screen,Racing,Realistic,In-App Purchases,Strategy,Automobile Sim,Single-player,Steam Leaderboards,Driving",Codemasters,Codemasters,191,2020,59.99,89.74631258
"Steam Cloud,Simulation,Alternate History,Historical,Sandbox,Steam Workshop,Multiplayer, Grand Strategy,Military,Political,Economy,Moddable,Diplomacy,Management,Education,Real-Time with Pause,Resource Management,Great Soundtrack,Replay Value,Strategy,Cross-Platform Multiplayer,Nonlinear,Single-player",Paradox Development Studio,Paradox Interactive,225,2013,39.99,84.40560269
"Automation,Physics,Crafting,Character Customization,Sandbox,Steam Workshop,Tutorial,Survival,Naval,Open World Survival Craft,Building,Sailing,Exploration,Programming,First-Person,Trains,Online PvP,Flight,Online Co-op, Base Building,Immersive Sim,Open World,PvP,Single-player",Sunfire Software,Sunfire Software,261,2020,24.99,90.16322891
